id,judul,penulis,penerbit,tahunTerbit,stok,kategori_id
333,Health Promotion,"Keith Tones, Sylvia Tilford",Nelson Thornes,2001,10,9
334,Health Literacy,"Dr. Margaretha Sih Setija Utami, M.Kes , Esthi Rahayu, S.Psi., M.Si, Damasia Linggarjati Novi Parmitasari, S.Psi., MA, Erna Agustina Yudiati, S.Psi., M.Si.",SCU Knowledge Media,0,10,9
335,Health Diplomacy as Global Strategy,"Honest Dody Molasy, S.Sos., M.A., CIQaR., CIQnR., CRP, Erwin Nur Rif ’ah, S.Sos., M.A., Ph.D, Mutiara Dian Hergiati, S.Sos",Indonesia Emas Group,2024,10,9
336,The AUPHA Manual of Health Services Management,"Robert J. Taylor, Susan B. Taylor",Jones & Bartlett Learning,1994,10,9
337,Essentials of Public Health Management,"L. Fleming Fallon, Eric J. Zgodzinski",Jones & Bartlett Learning,2005,10,9
338,Learning About Mental Health Practice,"Theo Stickley, Thurstine Bassett",John Wiley & Sons,2008,10,9
339,A ROOKIE & The Passage of The Mental Health Law: The Indonesian,Noriyu (Nova Riyanti Yusuf),Gramedia Pustaka Utama,2014,10,9
340,BUILDING INDONESIA EMAS 2045 THROUGH HEALTH SCIENCE AND TECHNOLOGY,"Laila Rahmah, Athaya Febriantyo Purnomo, Abrory Pramana, Prima Sanjaya, Dito Anurogo",Samudra Biru,2024,10,9
341,World Health Statistics 2009,World Health Organization,World Health Organization,2009,10,9
342,Touch For Health,Unknown,Grasindo,0,10,9
343,"Primary Health Care, Health for All",Prof. Dr. Stefanus Supriyanto dr. MS,Zifatama Jawara,2023,10,9
344,Konsep Mobile Health dan Studi Kasus Implementasi Mobile Health di Indonesia,"Putu Wuri Handayani, Ave Adriana Pinem, Andi Yeskafauzan, Winayaka Ruhur Sandhya Pamungkas",PT. RajaGrafindo Persada,2022,10,9
345,The Health and Social Needs of Young Adults with Physical Disabilities,"Andrew Thomas, Martin Bax, Diane Smyth",Cambridge University Press,1989,10,9
346,Kesehatan Masyarakat Veteriner Dan One Health,"Dr. drh. Ida Bagus Ngurah Swacita, M.P., Prof. Dr. drh. I Wayan Suardana, M.Si.",Prenada Media,2023,10,9
347,Konsep dan Implementasi E-Health - Rajawali Pers,Putu Wuri Handayani,PT. RajaGrafindo Persada,2021,10,9
348,"FROM JAMU TO BIODEFENSE, NAVIGATING GLOBAL HEALTH IN A CHANGING WORLD",Daniel Tjen,Elex Media Komputindo,2024,10,9
349,Health Secret of Pepper,"Lanny Lingga, Ph.D",Elex Media Komputindo,2014,10,9
350,Integrated Food Safety and Veterinary Public Health,Sava Buncic,CABI,2006,10,9
351,Health Secret of Delima (Pomegranate),Femi Olivia,Elex Media Komputindo,2014,10,9
352,"TUBERKULOSIS: Tinjauan Medis, Asuhan Keperawatan, dan E-Health","Ns. Aulia Insani Latif, S.Kep., M.Kep., Ns. Nur Hijrah Tiala, S.Kep., M.Kep., Ns. La Masahuddin, S.Kep., M.Kep.",CV. Ruang Tentor,2023,10,9
353,Just Health Care,Norman Daniels,Cambridge University Press,1985,10,9
354,Physical Activity Assessments for Health-related Research,Greg Welk,Human Kinetics,2002,10,9
355,The Economic Evolution of American Health Care,David Dranove,Princeton University Press,2009,10,9
356,International Public Health,"Michael H. Merson, Robert E. Black, Anne Mills",Jones & Bartlett Learning,2005,10,9
357,Horror Fiction,Gina Wisker,A&C Black,2005,10,10
358,Horror,Brigid Cherry,Routledge,2009,10,10
359,Folk Horror,"Dawn Keetley, Ruth Heholt",University of Wales Press,2023,10,10
360,Horror Unmasked,Brad Weismann,becker&mayer! books ISBN,2023,10,10
361,Why Horror Seduces,Mathias Clasen,Oxford University Press,2017,10,10
362,New Israeli Horror,Olga Gershenson,Rutgers University Press,2023,10,10
363,Body Horror,John Taylor,NYU Press,1998,10,10
364,State Violence and Moral Horror,Jeremy Arnold,State University of New York Press,2017,10,10
365,Joss Whedon vs. the Horror Tradition,"Kristopher Karl Woofter, Lorna Jowett",Bloomsbury Publishing,2018,10,10
366,British Horror Cinema,"Steve Chibnall, Julian Petley",Routledge,2001,10,10
367,Historical Dictionary of Horror Cinema,Peter Hutchings,Rowman & Littlefield,2017,10,10
368,The Palgrave Handbook to Horror Literature,"Kevin Corstorphine, Laura R. Kremmel",Springer,2018,10,10
369,Telling an American Horror Story,"Cameron Williams Crawford, Leverett Butts",McFarland,2021,10,10
370,"Horror, The Film Reader",Mark Jancovich,Routledge,2002,10,10
371,Transnational Horror Across Visual Media,"Dana Och, Kirsten Strayer",Routledge,2013,10,10
372,Reading Rocky Horror,Jeffrey Andrew Weinstock,Springer,2008,10,10
373,Game Design Deep Dive: Horror,Joshua Bycer,CRC Press,2021,10,10
374,Global Powers of Horror,Francois Debrix,Routledge,2016,10,10
375,The Philosophy of Horror,Thomas Richard Fahy,University Press of Kentucky,2010,10,10
376,Japanese and American Horror,Katarzyna Marak,McFarland,2014,10,10
377,Folkloric Horror in Medieval Literature,"Christopher M. Flavin, Caitlyn Harris",Lexington Books,2024,10,10
378,Women in the Horror Films of Vincent Price,Jonathan Malcolm Lampley,McFarland,2014,10,10
379,Subversive Horror Cinema,Jon Towlson,McFarland,2014,10,10
380,Grief in Contemporary Horror Cinema,Erica Joan Dymond,Rowman & Littlefield,2022,10,10
381,Horror Literature from Gothic to Post-Modern,"Michele Brittany, Nicholas Diak",McFarland,2020,10,10
382,100 American Horror Films,Barry Keith Grant,Bloomsbury Publishing,2022,10,10
383,The Aesthetics of Horror Films,Forrest Adam Sopuck,Springer Nature,2021,10,10
384,"Technology, Monstrosity, and Reproduction in Twenty-first Century Horror",K. Jackson,Springer,2013,10,10
385,The Best of the Best Horror of the Year,Ellen Datlow,Start Publishing LLC,2018,10,10
386,Zac Power: Horror House,H. I. Larry,Hardie Grant Egmont,2009,10,10
387,Horror and the Horror Film,Bruce F. Kawin,Anthem Press,2012,10,10
388,Presenting Young Adult Horror Fiction,Cosette N. Kies,Unknown,1992,10,10
389,Focus on the Horror Film,"Roy Huss, Theodore J. Ross",Prentice Hall,1972,10,10
390,A History of Horror,Wheeler W. Dixon,Rutgers University Press,2010,10,10
391,The Complete Horowitz Horror,Anthony Horowitz,Unknown,2008,10,10
392,Our Horror Story,IMPAT GENERATION,GUEPEDIA,0,10,10
393,A Thing of Unspeakable Horror,Sinclair McKay,White Lion Publishing,2007,10,10
394,Horror Watir,@infowatir,RakBuku,2015,10,10
395,Home Sweet Horror,James Preller,Noura Books,2015,10,10
396,The Pan Book of Horror Stories,Herbert Van Thal,Unknown,1959,10,10
407,Black American Literature and Humanism,Unknown,University Press of Kentucky,1981,10,11
408,THE TRANSFORMATIVE POWER OF LITERATURE ; ENGAGING WITH THE WORLD THROUGH IMAGINATION,Abd Halim,Nas Media Pustaka,2024,10,11
409,Merriam-Webster's Encyclopedia of Literature,"Merriam-Webster, Inc",Merriam-Webster,1995,10,11
410,Russian Literature Since the Revolution,Edward James Brown,Harvard University Press,1982,10,11
411,Building a National Literature,Peter Uwe Hohendahl,Cornell University Press,1989,10,11
412,Health Sciences Literature Review Made Easy,Judith Garrard,Jones & Bartlett Learning,2011,10,11
413,The Cambridge History of Russian Literature,Charles Moser,Cambridge University Press,1992,10,11
414,Profiles in Canadian Literature,Jeffrey M. Heath,Dundurn,1991,10,11
415,"Handbook of Universal Literature, from the Best and Latest Authorities",Anne Charlotte Lynch Botta,Unknown,1863,10,11
416,Catholic Literature: An Introduction,Unknown,Tumblar House,0,10,11
418,Christian Literature,Unknown,Unknown,1895,10,11
419,A History of American Literature ...: 1676-1765,Moses Coit Tyler,Unknown,1878,10,11
420,"Chambers's Journal of Popular Literature, Science and Arts",Unknown,Unknown,1890,10,11
421,A Short History of German Literature,Hosmer,Unknown,1892,10,11
422,"Introduction to the Literature of Europe in the Fifteenth, Sixteenth, and Seventeenth Centuries",Henry Hallam,Unknown,1880,10,11
423,History of English Literature,Hippolyte Taine,Unknown,1883,10,11
424,Journal of Biblical Literature,Unknown,Unknown,1893,10,11
425,A Library of the World's Best Literature,"Charles Dudley Warner, Hamilton Wright Mabie, Charles Henry Warner, Lucia Isabella Gilbert Runkle, George H. Warner",Unknown,1897,10,11
426,Christian Literature and Review of the Churches,Unknown,Unknown,1894,10,11
428,The International Library of Famous Literature,Unknown,Unknown,1898,10,11
429,Alden's Cyclopedia of Universal Literature,Unknown,Unknown,1891,10,11
430,A Library of American Literature from Earliest Settlement to the Present Time,"Edmund Clarence Stedman, Ellen Mackay Hutchinson",Unknown,1894,10,11
431,"English History and Literature, from the Accession of William III and Mary II, 1689, to the Accession of George III., 1760","James Davies (of Sandringham School, Southport.)",Unknown,1872,10,11
432,The Literature of Witchcraft in New England,Justin Winsor,Unknown,1896,10,11
433,"Alden's Cyclopedia of Universal Literature, Presenting Biographical and Critical Notices, and Specimens from the Writings of Eminent Authors of All Ages and All Nations ...",Unknown,Unknown,1888,10,11
434,"Second Series of Bibliographical Collections and Notes on Early English Literature, 1474-1700",William Carew Hazlitt,Unknown,1882,10,11
435,A Popular Manual of English Literature,Maude Gillette Phillips,Unknown,1885,10,11
436,CMJ New Music Monthly,Unknown,Unknown,2000,10,12
438,101 More Music Games for Children,"Ger Storms, Jerry Storms",Hunter House,2001,10,12
439,Sounds of Music,"George Odam, Joan Arnold, Alison Ley",Nelson Thornes,1996,10,12
440,Music as Social Life,Thomas Turino,University of Chicago Press,2008,10,12
441,AI Music Generator,"Annetha Steffi Soegiono, Yohana Niken Tri Utami, Laurentia Anggunita Prasetya, Estefania Olivia Angeline, Elsa Ferlisia Sudiredjo, Victorio Almers, Dinar Saraswati, Yohana Laksita Sandra Amaya, Angellica Adinda Purnomo, Talitha Vanessa Santoso",SIEGA Publisher,0,10,12
442,Music Research,"Michael Ewans, Rosalind Halton, John A. Phillips",Cambridge Scholars Press,2004,10,12
443,Music Education,Robert Walker,Charles C Thomas Publisher,2007,10,12
444,Central European Folk Music,Philip V. Bohlman,Psychology Press,1996,10,12
445,My Music,"Susan D. Crafts, Daniel Cavicchi, Charles Keil, Music in Daily Life Project",Wesleyan University Press,1993,10,12
446,Buat Sendiri Desain Kaos Distro dengan CorelDRAW X-Treme Music,Madcoms,Penerbit Andi,0,10,12
447,Applying Math Into Music,Radinka Victo,Bhuana Ilmu Populer,2018,10,12
450,Creative Music Making,William L. Cahn,Psychology Press,2005,10,12
451,Music and Fine Arts in the Devotional Traditions of India,"Saurabh Goswami, Selina Thielemann",APH Publishing,2005,10,12
452,Music and Image in Classical Athens,Sheramy Bundrick,Cambridge University Press,2005,10,12
453,Nurturing Your Child with Music Menumbuhkan Anak-anak yg Bahagia,Unknown,Gramedia Pustaka Utama,0,10,12
454,Bibliographical Handbook of American Music,Donald William Krummel,University of Illinois Press,1987,10,12
455,Alfred's Essentials of Music Theory,"Andrew Surmani, Karen Farnum Surmani, Morton Manus",Alfred Music Publishing,1998,10,12
456,The Women of Country Music,"Charles K. Wolfe, James Edward Akenson",University Press of Kentucky,2003,10,12
457,Conceptualizing Music,Lawrence M. Zbikowski,Oxford University Press,2002,10,12
458,A Concise History of Western Music,Paul Griffiths,Cambridge University Press,2006,10,12
459,Coordinating Music Across the Primary School,Sarah Hennessy,Psychology Press,1998,10,12
460,CMJ New Music Report,Unknown,Unknown,2002,10,12
462,Dwight's Journal of Music,Unknown,Unknown,1855,10,12
463,Old-Time Music Makers of New York State,Simon J. Bronner,Syracuse University Press,1988,10,12
465,Music in the Seventeenth Century,Lorenzo Bianconi,Cambridge University Press,1987,10,12
467,Music and the Poetics of Production in the Bolivian Andes,Henry Stobart,"Ashgate Publishing, Ltd.",2006,10,12
470,Music-Inspired Harmony Search Algorithm,Zong Woo Geem,Springer Science & Business Media,2009,10,12
471,The Effects of Music,Max Schoen,Psychology Press,1999,10,12
476,The Mystery Readers' Advisory,"John Charles, Joanna Morrison, Candace Clark",American Library Association,2002,10,13
477,The Mystery of the Taj Mahal (India),Carole Marsh,Gallopade International,2014,10,13
478,The Mystery of Spirit,George Robbins,Balboa Press,2021,10,13
479,The Mystery at Jamestown,Carole Marsh,Gallopade International,2010,10,13
480,The Mystery of the Spiteful Letters,Enid Blyton,Hachette UK,2021,10,13
481,The Mystery and the World,Maria Clara Bingemer,Wipf and Stock Publishers,2016,10,13
482,Cause to Save (An Avery Black Mystery—Book 5),Blake Pierce,Blake Pierce,2017,10,13
483,Cause to Fear (An Avery Black Mystery—Book 4),Blake Pierce,Blake Pierce,2017,10,13
484,Hardy Boys 33: The Yellow Feather Mystery,Franklin W. Dixon,Penguin,1954,10,13
485,The Mystery on the Mighty Mississippi,Carole Marsh,Gallopade International,2004,10,13
486,Eudora Welty and Mystery,"Jacob Agner, Harriet Pollack",Univ. Press of Mississippi,2022,10,13
487,The Mystery of Tally-ho Cottage,Enid Blyton,DigiCat,2022,10,13
488,Human Sexuality and the Nuptial Mystery,Roy R. Jeal,Wipf and Stock Publishers,2010,10,13
489,Managing the Mystery Collection,"Judith A. Overmier, Rhonda Harris Taylor",Routledge,2014,10,13
490,"Mystery Women, Volume Two (Revised)",Colleen Barnett,"Sourcebooks, Inc.",2011,10,13
491,A Rachel Gift Mystery Bundle: Her Last Hope (#3) and Her Last Fear (#4),Blake Pierce,Blake Pierce,2022,10,13
492,Mystery Shopping Secrets,R.K.,大賢者外語,0,10,13
493,The Mystery Fancier,William F. Deeck,Wildside Press LLC,2008,10,13
494,"Adventure, Mystery, and Romance",John G. Cawelt,University of Chicago Press,2014,10,13
495,The Mystery of the Shemitah,Jonathan Cahn,Charisma Media,2018,10,13
496,The Mystery of Hidden Valley (The Mystery Series Book 3),Paul Moxham,Paul Moxham,2014,10,13
497,"The Mystery at Dracula's Castle (Transylvania, Romania)",Carole Marsh,Gallopade International,2011,10,13
498,"The Mystery of the Ancient Pyramid (Cairo, Egypt)",Carole Marsh,Gallopade International,2006,10,13
499,The Mystery in the Amazon Rainforest (South America),Carole Marsh,Gallopade International,2011,10,13
500,The Tustin Chronicles: A Detective Santy Mystery,Louise Hathaway,Louise Hathaway,2013,10,13
501,The Mystery of the Universe and the Meaning of Human Life,Witness Lee,Living Stream Ministry,2003,10,13
502,If She Hid (A Kate Wise Mystery—Book 4),Blake Pierce,Blake Pierce,2019,10,13
503,If She Feared (A Kate Wise Mystery—Book 6),Blake Pierce,Blake Pierce,2019,10,13
504,If She Saw (A Kate Wise Mystery—Book 2),Blake Pierce,Blake Pierce,2018,10,13
505,The Rip-ROARING Mystery on the African Safari (South Africa),Carole Marsh,Gallopade International,2009,10,13
506,Next Door (A Chloe Fine Psychological Suspense Mystery—Book 1),Blake Pierce,Blake Pierce,2018,10,13
507,The Paschal Mystery Workbook,Sophia Institute for Teachers,Sophia Institute for Teachers,0,10,13
508,"The Mystery at the Eiffel Tower (Paris, France)",Carole Marsh,Gallopade International,2005,10,13
509,Once Bound (A Riley Paige Mystery—Book 12),Blake Pierce,Blake Pierce,2018,10,13
510,The Mystery of Jesus Christ Revealed,Mark Moonsamy,Charisma Media,2013,10,13
511,The Nebraska Mystery Van Takes Off!,Carole Marsh,Carole Marsh Books,1994,10,13
512,The Mystery of Musical Creativity,Hermann Beckh,Temple Lodge Publishing,2019,10,13
513,The Washington D. C. Mystery Van Takes Off!,Carole Marsh,Carole Marsh Books,1994,10,13
514,The North Dakota Mystery Van Takes Off!,Carole Marsh,Carole Marsh Books,1994,10,13
515,"The Mystery of Israel's Salvation, Explained and Applyed; Or a Discourse Concerning the General Conversion of the Israelitish Nation, Etc. [With Recommendatory Epistles by J. Davenporte, W. G. and W. H.]",Increase Mather,Unknown,1669,10,13
516,200 Words to Help You Talk about Philosophy,Anja Steinbauer,Hachette UK,2022,10,14
517,The Rise of Scientific Philosophy,Hans Reichenbach,Univ of California Press,1951,10,14
518,A Brief History of the Philosophy of Time,Adrian Bardon,Oxford University Press,2013,10,14
519,Philosophy of Language,William G. Lycan,Psychology Press,2000,10,14
520,Informal Philosophy,Avrum Stroll,Rowman & Littlefield Publishers,2009,10,14
521,Almustafa,Kahlil Gibran,Bentang Pustaka,2017,10,14
522,Sejarah filsafat barat dan kaitannya dengan kondisi sosio-politik dari zaman kuno hingga sekarang,Bertrand Russell,Unknown,2002,10,14
523,Dunia Sophie,Jostein Gaarder,Mizan,2010,10,14
524,Introduction to Philosophy,George Trumbull Ladd,Unknown,1898,10,14
525,The Oxford Handbook of World Philosophy,"Jay L. Garfield, William Edelglass",Oxford University Press,2011,10,14
526,Ancient Philosophy,Daniel W. Graham,John Wiley & Sons,2020,10,14
527,New Educational Philosophy,Bhagirathi Sahu,Sarup & Sons,2002,10,14
528,The Individual and the Cosmos in Renaissance Philosophy,Ernst Cassirer,University of Chicago Press,2010,10,14
529,Philosophy of Perception,William Fish,Routledge,2021,10,14
530,Ancient Philosophy of the Self,"Pauliina Remes, Juha Sihvola",Springer Science & Business Media,2008,10,14
531,Beyond,Adriaan Theodoor Peperzak,Northwestern University Press,1997,10,14
532,Thought: A Philosophical History,"Panayiota Vassilopoulou, Daniel Whistler",Routledge,2021,10,14
533,An Introductory Philosophy of Medicine,James A. Marcum,Springer Science & Business Media,2008,10,14
534,The Oxford Handbook of Philosophy and Race,Naomi Zack,Oxford University Press,2017,10,14
535,The Philosophy of the Beautiful ...,William Angus Knight,Unknown,1893,10,14
536,Modern Philosophy,Francis Bowen,Unknown,1877,10,14
537,The Philosophy of Marx,Étienne Balibar,Verso,1995,10,14
538,"Philosophy of Engineering, East and West","Carl Mitcham, Bocong LI, Byron Newberry, Baichun ZHANG",Springer,2018,10,14
539,A History of Greek Philosophy from the Earliest Period to the Time of Socrates,"Eduard Zeller, Sarah Frances Alleyne",Unknown,1881,10,14
540,Basic Concepts of Aristotelian Philosophy,Martin Heidegger,Indiana University Press,2009,10,14
541,The Philosophy of Law and Legal Science,"V.P. Salnikov, S.I. Zakhartsev",Cambridge Scholars Publishing,2018,10,14
542,The Onion and Philosophy,Sharon Kaye,Open Court,2010,10,14
543,A Conceptual-analytic Study of Classical Indian Philosophy of Morals,Rajendra Prasad,Concept Publishing Company,2008,10,14
545,The Problems of Philosophy,John Grier Hibben,Unknown,1898,10,14
546,The Philosophy of Freedom,Rudolf Steiner,Martino Fine Books,2012,10,14
547,Four Philosophical Anglicans,Alan P. F. Sell,"Ashgate Publishing, Ltd.",2010,10,14
548,The Philosophical Foundations of Ecological Civilization,Arran Gare,Routledge,2016,10,14
549,PHILOSOPHICAL INTERPRETATIONS IN LITERATURE,Dr. Sankhang Basumatary ,Ashok Yakkaldevi,2022,10,14
550,Being a Philosopher,David W. Hamlyn,Routledge,2002,10,14
551,Nietzsche and the Philosophers,Mark T. Conard,Taylor & Francis,2016,10,14
552,The Meaning of Life and the Great Philosophers,"Stephen Leach, James Tartaglia",Routledge,2018,10,14
553,The Philosopher's Dictionary - Third Edition,Robert M. Martin,Broadview Press,2002,10,14
554,Philosophical Perspectives on Contemporary Ireland,"Clara Fischer, Áine Mahon",Routledge,2019,10,14
555,Great Philosophers,"Jeremy Stangroom, James Garvey","The Rosen Publishing Group, Inc",2012,10,14
556,Tidak Ada New York Hari Ini -Ket: Puisi & Foto Rangga Untuk Film,M. Aan Mansyur,Gramedia Pustaka Utama,2016,10,15
557,The Material of Poetry,Gerald L. Bruns,University of Georgia Press,2005,10,15
558,War Poetry,Simon Featherstone,Psychology Press,1995,10,15
559,Australian Poetry,Paul Kane,Cambridge University Press,1996,10,15
560,The Poetry of Nissim Ezekiel,A. Raghu,Atlantic Publishers & Dist,2002,10,15
561,Studies in Indian Poetry in English,U. S. Rukhaiyar,Sarup & Sons,2002,10,15
562,The Great War in Irish Poetry,Fran Brearton,"Oxford University Press, USA",2003,10,15
563,Texas in Poetry 2,Billy Bob Hill,TCU Press,2002,10,15
564,Irish Poetry Since 1950,John Goodby,Manchester University Press,2000,10,15
565,"Perspectives on Sri Aurobindo's Poetry, Plays, and Criticism","Amrita Paresh Patel, Jaydipsinh Dodiya",Sarup & Sons,2002,10,15
566,Contemporary Caribbean Women's Poetry,Denise DeCaires Narain,Psychology Press,2002,10,15
567,The Structure of Biblical Hebrew Poetry,Donald Broadribb,Lulu.com,2006,10,15
568,Poetry as Discourse,Antony Easthope,Psychology Press,2003,10,15
569,Contemporary British Poetry,"James Acheson, Romana Huk",SUNY Press,1996,10,15
570,Spanish American Poetry at the End of the Twentieth Century,Jill S. Kuhnheim,University of Texas Press,2004,10,15
571,The Poetry of the Self-taught,Julie D. Prandi,Peter Lang,2008,10,15
572,Poetry and the Meaning of Life,David Ian Hanauer,Pippin Publishing Corporation,2004,10,15
573,The Poetry of Eavan Boland,Pilar Villar-Argaiz,"Academica Press,LLC",2008,10,15
574,The Other Poetry of Keats,Gerald B. Kauvar,Fairleigh Dickinson Univ Press,1969,10,15
575,Women's Poetry of the First World War,Nosheen Khan,University Press of Kentucky,1988,10,15
576,The Ethics and Poetics of Alterity in Asian American Poetry,Xiaojing Zhou,University of Iowa Press,2006,10,15
577,A History of Classical Poetry,Siegfried Lienhard,Otto Harrassowitz Verlag,1984,10,15
578,The Best American Poetry 2008,"Charles Wright, David Lehman",Simon and Schuster,2008,10,15
579,How to Read Chinese Poetry,Zong-qi Cai,Columbia University Press,2007,10,15
580,Poetics; Or a Series of Poems and Disquisitions on Poetry ...,George Dyer,Unknown,1812,10,15
581,The Cambridge History of English Poetry,Michael O'Neill,Cambridge University Press,2010,10,15
582,Ideas of Order in Contemporary American Poetry,"Diana von Finck, Oliver Scheiding",Königshausen & Neumann,2007,10,15
583,Lectures on Poetry,John William Mackail,Unknown,1914,10,15
584,Modern Nicaraguan Poetry,Steven F. White,Bucknell University Press,1993,10,15
585,"The Defense of Poesy, Otherwise Known as An Apology for Poetry",Philip Sidney,Unknown,1890,10,15
586,English Poetry from Blake to Browning,William Macneile Dixon,Unknown,1894,10,15
587,The Social Circulation of Poetry in the Mid-Northern Song,Colin S. C. Hawes,SUNY Press,2006,10,15
588,The Nature and Elements of Poetry,Edmund Clarence Stedman,"Boston : Houghton, Mifflin",1892,10,15
589,The Poets and Poetry of Texas,Sam Houston Dixon,Unknown,1885,10,15
590,A Library of Poetry and Song,William Cullen Bryant,Unknown,1874,10,15
591,The Magazine of Poetry,Unknown,Unknown,1889,10,15
592,Early Modern Women's Manuscript Poetry,"Jill Seal Millman, Gillian Wrigth",Manchester University Press,2005,10,15
593,The Poetry of Wales. Edited by J. Jenkins. Esq,Esq. John JENKINS,Unknown,1873,10,15
594,A Poetry of Exiles,Douglas Brooke Wheelton Sladen,Unknown,1885,10,15
595,Prison Poetry,Hiram Peck McKnight,Unknown,1896,10,15
596,Blink,Malcolm Gladwell,Gramedia Pustaka Utama,2006,10,16
597,Outliers (CU cover 2020) ISBN LAMA,Malcolm Gladwell,Gramedia Pustaka Utama,2020,10,16
598,Kecerdasan Emosional,Daniel Goleman,Gramedia Pustaka Utama,2024,10,16
599,Humandkind: Sejarah Penuh Harapan,Rutger Bregman,Gramedia Pustaka Utama,2021,10,16
600,"Handbook of Adolescent Psychology, Volume 1","Richard M. Lerner, Laurence Steinberg",John Wiley & Sons,2009,10,16
601,The Oxford Handbook of Clinical Psychology,David H. Barlow,"Oxford University Press, USA",2014,10,16
602,Talking to Strangers,Malcolm Gladwell,Gramedia Pustaka Utama,2020,10,16
603,Contemporary Social Psychological Theories,Peter James Burke,Stanford University Press,2006,10,16
604,Coping,C. R. Snyder,Clarendon Press,1999,10,16
605,Psychology for Nurses,Stephen Babu,Elsevier Health Sciences,2014,10,16
606,The Concise Corsini Encyclopedia of Psychology and Behavioral Science,"W. Edward Craighead, Charles B. Nemeroff",John Wiley & Sons,2004,10,16
607,Behind the Veil of Evil: Psychological Profiles of Infamous Killers,ChatStick Team,ChatStick Team,2024,10,16
609,"The Handbook of Professional Ethical and Research Practice for Psychologists, Counsellors, Psychotherapists and Psychiatrists","Rachel Tribe, Jean Morrissey",Routledge,2020,10,16
610,Measuring the Psychological and Electrophysiological Attributes of Human Personality: Emerging Research and Opportunities,"Vorkapi?, Sanja Tatalovi?",IGI Global,2017,10,16
611,Foundations of the Psychological Intervention,"Sergio Salvatore, Barbara Cordella",Taylor & Francis,2024,10,16
612,Psychological Foundations of Attitudes,"Anthony G. Greenwald, Timothy C. Brock, Thomas M. Ostrom",Academic Press,2013,10,16
613,Handbook of Clinical Psychopharmacology for Psychologists,"Mark Muse, Bret A. Moore",John Wiley & Sons,2012,10,16
614,Psychological Metaphysics,Peter Anthony White,Taylor & Francis,1993,10,16
615,Psychology Australian and New Zealand Edition,"Douglas A. Bernstein, Julie Ann Pooley, Lynne Cohen, Steve Provost, Jacquelyn Cranney, Bethanie Gouldthorp, Neil Drew",Cengage AU,2020,10,16
616,Psychological Assessment With the MMPI-2,"Alan F. Friedman, Richard W. Levak, David S. Nichols, James T. Webb",Routledge,2014,10,16
617,The Psychological Science of Money,"Erik Bijleveld, Henk Aarts",Springer,2014,10,16
618,Behavior and Psychological Man,Edward Chace Tolman,Univ of California Press,2023,10,16
619,The Psychological Review,Unknown,Unknown,1896,10,16
620,Religion and Mental Health,Unknown,Unknown,1980,10,16
621,Essentials of Culture in Psychological Assessment,A. Jordan Wright,John Wiley & Sons,2024,10,16
622,Handbook of Psychology and Law,"Dorothy K. Kagehiro, William S. Laufer",Springer Science & Business Media,2013,10,16
623,Dissemination and Implementation of Evidence-Based Psychological Interventions,"R. Kathryn McHugh, David H. Barlow",Oxford University Press,2012,10,16
624,A Practical Guide to Building Professional Competencies in School Psychology,"Timothy M. Lionetti, Edward P. Snyder, Ray W. Christner",Springer Science & Business Media,2010,10,16
625,Essential Psychology,"Philip Banyard, Gayle Dillon, Christine Norman, Belinda Winder",SAGE Publications Limited,2024,10,16
626,Essentials of Forensic Psychological Assessment,Marc J. Ackerman,John Wiley & Sons,2010,10,16
627,Periodicals,Parklawn Health Library,Unknown,0,10,16
628,"Parklawn Health Library & Prince George Center Branch, Periodicals-1987",Parklawn Health Library,Unknown,1987,10,16
629,List of Journals Indexed in Index Medicus,National Library of Medicine (U.S.),Unknown,1972,10,16
630,Max Wertheimer and Gestalt Theory,Michael Wertheimer,Routledge,2017,10,16
631,Pyschology 4e,"Douglas A. Bernstein, Julie Ann Pooley, Lynne Cohen, Steve Provost, Jacquelyn Cranney, Neil Drew",Cengage AU,2023,10,16
632,The Story of Psychology,Robert C. Bolles,Wadsworth Publishing Company,1993,10,16
633,The secret of mindset,Adi W. Gunawan,Gramedia Pustaka Utama,2007,10,16
634,Cognitive Behavior Therapy,"William T. O'Donohue, Jane E. Fisher",John Wiley & Sons,2008,10,16
635,Clinical Psychology,Andrew M. Pomerantz,SAGE Publications,2023,10,16
636,Seven Theories of Religion,Daniel L. Pals,IRCISOD,2018,10,17
637,Mahatma Gandhi and Comparative Religion,K. L. Seshagiri Rao,Motilal Banarsidass Publ.,1990,10,17
638,The Location of Religion,Kim Knott,Equinox Publishing Ltd.,2005,10,17
639,Appalachian Mountain Religion,Deborah Vansau McCauley,University of Illinois Press,1995,10,17
640,The Historical Study of African Religion,"Terence O. Ranger, T. O. Ranger, Isaria N. Kimambo",Univ of California Press,1976,10,17
641,Mediating Religion,"Jolyon P. Mitchell, Sophia Marriage",A&C Black,2003,10,17
642,Old Norse Religion in Long-term Perspectives,Anders Andrén,Nordic Academic Press,2006,10,17
643,"Religion, Identity and Politics in Northern Ireland",Claire Mitchell,"Ashgate Publishing, Ltd.",2006,10,17
644,On Understanding Japanese Religion,Joseph Mitsuo Kitagawa,Princeton University Press,1987,10,17
645,Dark Green Religion,Bron Raymond Taylor,Univ of California Press,2010,10,17
646,Religion and the Sciences of Origins (Agama dan Sains Asal-Usul),Kelly James Clark* ,Literatur Perkantas Jatim,2021,10,17
